EASINID,Name,Authorship,FirstIntroductionsInEU,PresentInCountries,Status,HasImpact,IsEUConcern,EUConcernName,IsOutermostConcern,ConcernedOutermostRegions,IsMSConcern,ConcernedMS,IsPartNative,NativeRange,IsHorizonScanning,LastRevisionDate,Kingdom,Phylum,Class,Order,Family,CommonNames,Synonyms,CBD_Pathways
R00865,Amphibalanus variegatus,"(Darwin, 1854)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,,,
R19551,Amphicerus cornutus,"(Pallas, 1772)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Bostrichidae,,,
R16533,Amphicorina pectinata,"(Banse, 1957)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,
R18899,Amphilophium buccinatorium,(DC.) L.G.Lohmann,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Scrophulariales,Bignoniaceae,,,
R16661,Amphimedon chloros,"Ilan, Gugel & van Soest, 2004",,,Q,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,,,
R17539,Amphioctopus aegina,"(Gray, 1849)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,,,
R16534,Amphiodia (Amphispina) obtecta,"Mortensen, 1940",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,,,
R16535,Amphioplus (Lymanella) laevis,"(Lyman, 1874)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,,,
R00867,Amphisorus hemprichii,"Ehrenberg, 1839",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Chromista,Foraminifera,Polythalamea,Rotaliida,Amphisteginidae,,,
R20269,Amphistegina cf. papillosa,"Said, 1949",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Chromista,Foraminifera,Globothalamea,Rotaliida,Amphisteginidae,,,
R20268,Amphistegina lessonii,"d'Orbigny, 1830",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Chromista,Foraminifera,Globothalamea,Rotaliida,Amphisteginidae,,,
R00869,Amphistegina lobifera,"Larsen, 1976",,,C,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Chromista,Foraminifera,Polythalamea,Rotaliida,Amphisteginidae,,,
R00871,Amphitomeus attemsi,"(Schubart, 1934)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Diplopoda,Polydesmida,Oniscodesmidae,,,
R16536,Amphogona pusilla,"Hartlaub, 1909",,,C,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,,,
R19514,Amphorellopsis acuta,"(Schmidt, 1902)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Chromista,Ciliophora,Oligotrichea,Choreotrichida,Tintinnidae,,,
R00872,Amphorophora tuberculata,"Brown, P.A. & Blackman, 1985",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,,,
R17607,Ampithoe bizseli,"Özaydinli & Coleman, 2012",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,,,
R19302,Ampithoe valida,"Smith, 1873",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,,,
R00875,Amsinckia arenaria,Suksd.,,,Q,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,,,
R00876,Amsinckia calycina,(Moris) Chater,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,,,
R00877,Amsinckia douglasiana,A.DC.,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,,,
R00878,Amsinckia eastwoodiae,J.F.Macbr.,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,,,
R00879,Amsinckia lycopsoides,Lindl. ex Lehm.,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,,,
R00880,Amsinckia menziesii,(Lehm.) A.Nelson & J.F.Macbr.,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,,,
R00881,Amsinckia menziesii var. intermedia,(Fisch. & C.A.Mey.) Ganders,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,,,
R00883,Amsinckia tessellata,A.Gray,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,,,
R00884,Amsonia tabernaemontana,Walter,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,,,
R20141,Amynthas agrestis,"(Goto & Hatai, 1899)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,Animalia,Annelida,Clitellata,Crassiclitellata,Megascolecidae,,,
R00888,Amynthas corticis,"(Kinberg, 1867)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Annelida,Clitellata,Oligochaeta,Megascolecidae,,,
R00889,Amynthas gracilis,"(Kinberg, 1867)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Annelida,Clitellata,Oligochaeta,Megascolecidae,,,
R00890,Amynthas morrisi,"(Beddard, 1892)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Annelida,Clitellata,Oligochaeta,Megascolecidae,,,
R00891,Amynthas rodericensis,"(Grube, 1879)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Annelida,Clitellata,Oligochaeta,Megascolecidae,,,
R00892,Amyrsidea phaeostoma,"(Nitzsch, 1866)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Phthiraptera,Menoponidae,,,
R18943,Anacamptis laxiflora,"(Lam.) R.M.Bateman, Pridgeon & M.W.Chase",,,C,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,,,
R00893,Anacridium aegyptium,"(Linnaeus, 1764)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,,,
R00896,Anacyclus clavatus,(Desf.) Pers.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,,
R18494,Anacyclus pyrethrum,DC.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,,
R00898,Anacyclus radiatus,Loisel.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,,
R00899,Anacyclus valentinus,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,,
R18218,Anadara broughtonii,"(Schrenck, 1867)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,,,
R16538,Anadara kagoshimensis,"(Tokunaga, 1906)",,,A,TRUE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,,,
R00902,Anadara natalensis,"(Krauss, 1848)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,,,
R00903,Anadara transversa,"(Say, 1822)",,,A,TRUE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Mollusca,Bivalvia,Arcoida,Arcidae,,,
R17705,Anadenobolus monilicornis,"(Porat, 1876)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Diplopoda,Spirobolida,Rhinocricidae,,,
R17692,Anadenobolus vincenti,"(Pocock, 1894) ",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Diplopoda,Spirobolida,Rhinocricidae,,,
R18258,Anagallis arvensis subsp. foemina,(Mill.) Schinz & Thell.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Primulales,Primulaceae,,,
R00907,Anagallis monelli,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Primulales,Primulaceae,,,
R16917,Anagyrus agraensis,"Saraswat, 1975",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hymenoptera,Encyrtidae,,,
R00911,Anagyrus fusciventris,"(Girault, 1915)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hymenoptera,Encyrtidae,,,
R00912,Anagyrus pseudococci,"(Girault, 1915)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Hymenoptera,Encyrtidae,,,
R16919,Anagyrus subflaviceps,"(Girault, 1915)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hymenoptera,Encyrtidae,,,
R18609,Anaphalioides bellidioides,(G.Forst.) D.Glenny,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,,
R00913,Anaphalis margaritacea,(L.) Benth. & Hook.f.,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,,
R00914,Anaphes nitens,"(Girault, 1928)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hymenoptera,Mymaridae,,,
R00915,Anaphothrips graminum,"Priesner, 1935",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,,,
R00917,Anaphothrips obscurus,"(Muller, 1776)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,,,
R00920,Anaphothrips sudanensis,"Trybom, 1911",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,,,
R00921,Anarrhinum bellidifolium,(L.) Willd.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,,,
R00922,Anarsia lineatella,"Zeller, 1839",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,,,
R19726,Anas acuta,"Linnaeus, 1758",,,A,TRUE,FALSE,,TRUE,,FALSE,,TRUE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R00925,Anas americana,"Gmelin, 1789",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R00926,Anas bahamensis,"Linnaeus, 1758",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R00927,Anas capensis,"Gmelin, 1789",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R00928,Anas castanea,"(Eyton, 1838)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R00931,Anas cyanoptera,"Vieillot, 1816",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R00932,Anas discors,"Linnaeus, 1766",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R00933,Anas erythrorhyncha,"Gmelin, 1789",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R01076,Anas falcata,"Georgi, 1775",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R00935,Anas flavirostris,"Vieillot, 1816",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R19722,Anas formosa,"Georgi, 1775",,,C,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R00937,Anas georgica,"Gmelin, 1789",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R00939,Anas hottentota,"(Eyton, 1838)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R19767,Anas penelope,"Linnaeus, 1758",,,C,TRUE,FALSE,,TRUE,,FALSE,,TRUE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R00944,Anas platyrhynchos,"Linnaeus, 1758",,,A,TRUE,FALSE,,TRUE,,FALSE,,TRUE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R00946,Anas poecilorhyncha,"Forster, 1781",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R20286,Anas rhynchotis,"Latham, 1802",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R19712,Anas strepera,"Linnaeus, 1758",,,C,TRUE,FALSE,,TRUE,,FALSE,,TRUE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R19741,Anas undulata,"C.F.Dubois, 1839",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R00953,Anas versicolor,"Vieillot, 1816",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
R00955,Anastatica hierochuntica,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Capparales,Brassicaceae,,,
R00956,Anastatus japonicus,"Ashmead, 1904",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hymenoptera,Eupelmidae,,,
R00957,Anastatus tenuipes,"Bolivar y Pieltain, 1925",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Hymenoptera,Eupelmidae,,,
R01057,Anastrangalia reyi,"(Heyden, 1889)",,,C,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,,,
R00962,Anatrachyntis badia,"(Hodges, 1962)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Lepidoptera,Cosmopterigidae,,,
R00963,Anatrachyntis simplex,"(Walsingham, 1891)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Lepidoptera,Cosmopterigidae,,,
R00965,Anchiphiloscia balssi,"(Verhoeff, 1928)",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,,,
R00966,Anchonidium unguiculare,"L.Bedel, 1884",,,C,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,,,
R00968,Anchusa arvensis subsp. arvensis,,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,,,
R00969,Anchusa arvensis subsp. orientalis,(L.) Nordh.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,,,
R00970,Anchusa azurea,Mill.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,,,
R00972,Anchusa gmelinii,Ledeb.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,,,
R00974,Anchusa leptophylla,Roem. & Schult.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,,,
R00975,Anchusa ochroleuca,M.Bieb.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,,,
R00977,Anchusa officinalis,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,,,
R00979,Anchusa stylosa,M.Bieb.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,,,
R00980,Anchusa thessala,Boiss. & Spruner,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,,,
R00981,Anchusa undulata,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,,,
R00982,Anchusa undulata subsp. hybrida,(Ten.) Cout.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,,,
R00986,Andrachne telephioides,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,,,
R00987,Andricus corruptrix,"(Schlechtendal, 1870)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,,,
R00988,Andricus grossulariae,"Giraud, 1859",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,,,
R00989,Andricus kollari,"(Hartig, 1843)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,,,
R00990,Andricus lignicola,"(Hartig, 1840) ",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,,,
R00991,Andricus quercuscalicis,"(Burgsdorff, 1783)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,,,
R00992,Androniscus dentiger,"Verhoeff, 1908",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Arthropoda,Malacostraca,Isopoda,Trichoniscidae,,,
R00993,Andropogon distachyos,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00994,Andropogon virginicus,L.,,,A,TRUE,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Cyperales,Poaceae,,,
R00995,Androsace elongata,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Primulales,Primulaceae,,,
R00996,Androsace filiformis,Retz.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Primulales,Primulaceae,,,
R18357,Androsace intermedia,Ledeb.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Primulales,Primulaceae,,,
R00997,Androsace maxima,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Primulales,Primulaceae,,,
R01001,Andrya cuniculi,"(Blanchard, 1891)",,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,,,
R01002,Andryala integrifolia,Guss.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,,
R01003,Andryala laxiflora,DC.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,,
R01004,Anemone apennina,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,,,
R01007,Anemone blanda,Schott & Kotschy,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,,,
R01008,Anemone canadensis,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,,,
R01009,Anemone coronaria,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,,,
R01010,Anemone dichotoma,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,,,
R18458,Anemone halleri,All.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,,,
R01011,Anemone hupehensis,(É.Lemoine) É.Lemoine,,,Q,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,,,
R01014,Anemone nemorosa,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,,,
R12662,Anemone pulsatilla,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,,,
R01015,Anemone ranunculoides,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,,,
R18464,Anemone slavica,G.Reuss,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,,,
R01016,Anemone sylvestris,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,,,
R01017,Anemone tomentosa,(Maxim.) C.Pei,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,,,
R18462,Anemone transsilvanica,(Fuss) Heuff.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,,,
R18457,Anemone x hybrida,Paxton,,,Q,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,,,
R15074,Anemonella thalictroides,(L.) Spach,,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,,,
R01018,Anethum graveolens,L.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,,,
R01019,Aneurota sulcifrons,"Casey, 1893",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,
R01021,Angelica archangelica subsp. archangelica,,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,,,
R01022,Angelica archangelica subsp. litoralis,(Wahlenb.) Thell.,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,,,
R01023,Angelica pachycarpa,Lange,,,A,FALSE,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,,,
R16358,Angiola punctostriata,"(E.A.Smith, 1872)",,,Q,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Mollusca,Gastropoda,Caenogastropoda,Planaxidae,,,
R20280,Angiostrongylus cantonensis,"Chen, 1935",,,A,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,,,
